geohash6,day,timestamp,demand
qp03y9,1,1:0,0.05167105070519537
qp03wf,1,1:0,0.2908798218403734
qp09sn,1,1:0,0.049959986535836616
qp0d0f,1,1:0,0.02383204108188348
qp03z7,1,1:0,0.006557267814952509
qp097y,1,1:0,0.06223279965673025
qp06nc,1,1:0,0.0054290244395992105
qp03zj,1,1:0,0.008604896172379244
qp0d48,1,1:0,0.08159150282006028
qp09kf,1,1:0,0.007845546383141737
qp0djj,1,1:0,0.00968677140520202
qp094y,1,1:0,0.0006538450683048037
qp0d4w,1,1:0,0.034819940459631965
qp09k0,1,1:0,0.02443920400048965
qp097s,1,1:0,0.18525390379883225
qp090r,1,1:0,0.0226284123909483
qp08bj,1,1:0,0.031646668245357015
qp09cj,1,1:0,0.010115180910383242
qp03p2,1,1:0,0.02661799350409191
qp09ez,1,1:0,0.09159213237114047
qp09cq,1,1:0,0.06420774033801405
qp09d6,1,1:0,0.2293090150679864
qp09b6,1,1:0,0.17233768002447888
qp0998,1,1:0,0.042171324360896614
qp0d0w,1,1:0,0.0058786928792928074
qp09v0,1,1:0,0.09037861183548454
qp06pm,1,1:0,0.009524839889618915
qp03yy,1,1:0,0.04779080800193606
qp0999,1,1:0,0.0153170559871111
qp03qj,1,1:0,0.15112282448611464
qp092h,1,1:0,0.12845374831032613
qp06pk,1,1:0,0.004746932182317073
qp03wc,1,1:0,0.0628671348329678
qp09g6,1,1:0,0.08943627408639197
qp09f1,1,1:0,0.0505598373448084
qp09sh,1,1:0,0.033805886472360075
qp09ey,1,1:0,0.023337659891267005
qp09kj,1,1:0,0.006608863477163031
qp09ds,1,1:0,0.049696179067639804
qp093d,1,1:0,0.03288284221486496
qp03zp,1,1:0,0.008098379897864041
qp092p,1,1:0,0.07831238264196476
qp03yz,1,1:0,0.03242478556070354
qp03xb,1,1:0,0.04503909112245055
qp0djm,1,1:0,0.05173927257478395
qp09s7,1,1:0,0.06651379769000787
qp0d00,1,1:0,0.0046664372202826045
qp09dm,1,1:0,0.04628053705077058
qp094u,1,1:0,0.011455726098406538
qp03wm,1,1:0,0.0349292636507796
qp09u6,1,1:0,0.002735313210107533
qp099v,1,1:0,0.1372566935918181
qp09dk,1,1:0,0.1489985215476259
qp0960,1,1:0,0.01075896814476522
qp03r4,1,1:0,0.06671942304167819
qp095s,1,1:0,0.010504578033812223
qp097d,1,1:0,0.020344374114030467
qp0d4n,1,1:0,0.0223442562448946
qp06p2,1,1:0,0.0013236907794851767
qp093u,1,1:0,0.022790843798765528
qp03zw,1,1:0,0.009311350870870237
qp0984,1,1:0,0.045752845143028235
qp03zu,1,1:0,0.026943558299066486
qp099b,1,1:0,0.08423209130560559
qp03xq,1,1:0,0.1148354339679176
qp03r3,1,1:0,0.05161110487362781
qp0d4y,1,1:0,0.003456287012404364
qp0995,1,1:0,0.03210128087249245
qp03we,1,1:0,0.10943374377876833
qp0907,1,1:0,0.03672135977503576
qp09u3,1,1:0,0.008532587647204519
qp0992,1,1:0,0.0022225218532355862
qp03yw,1,1:0,0.01723742331985343
qp0d4q,1,1:0,0.009493026620145126
qp09k6,1,1:0,0.01332563108795703
qp0961,1,1:0,0.07515674856584002
qp03x7,1,1:0,0.1570080050381157
qp0972,1,1:0,0.024458645505860285
qp096y,1,1:0,0.16683179416325966
qp0986,1,1:0,0.086981587432081
qp0982,1,1:0,0.058749309628229586
qp09hv,1,1:0,0.04655672899039028
qp093p,1,1:0,0.022827862682493
qp09hs,1,1:0,0.020573535881157658
qp03qy,1,1:0,0.04635340531462487
qp03x5,1,1:0,0.12355233677437075
qp06py,1,1:0,0.023914395417237902
qp0905,1,1:0,0.02386314980319496
qp03qk,1,1:0,0.0024108568191742808
qp03xr,1,1:0,0.0664403294473576
qp03mu,1,1:0,0.023690840432254303
qp09dh,1,1:0,0.09763695972260147
qp095m,1,1:0,0.032732793335564066
qp03y2,1,1:0,0.019379603979851376
qp093x,1,1:0,0.06466053544482668
qp03x3,1,1:0,0.10221339720426854
qp093r,1,1:0,0.06131747430469181
qp092w,1,1:0,0.06547960378516376
qp096x,1,1:0,0.5782636459074111
qp03rm,1,1:0,0.08533601014591842
qp09dd,1,1:0,0.2818515547545019
qp03wq,1,1:0,0.040475457185517184
qp09m0,1,1:0,0.010831341651986131
qp09fq,1,1:0,0.05182694075222792
qp09yj,1,1:0,0.026939849117619617
qp0dhg,1,1:0,0.031215844275278886
qp09dg,1,1:0,0.07215584609166621
qp09f7,1,1:0,0.04950609587728247
qp03pr,1,1:0,0.05580556514082178
qp08br,1,1:0,0.09620721530879596
qp03w6,1,1:0,0.0017435380014308411
qp094j,1,1:0,0.0020357003407606147
qp03wg,1,1:0,0.3121879909511312
qp0dh4,1,1:0,0.0116560829253258
qp09de,1,1:0,0.12805369813474668
qp08b7,1,1:0,0.008089382644833044
qp03ms,1,1:0,0.0068340943707104074
qp03qq,1,1:0,0.015238352700624276
qp09fb,1,1:0,0.005673935099940161
qp09e8,1,1:0,0.01832966065517652
qp03ps,1,1:0,0.0018212289732360946
qp092m,1,1:0,0.2793403678013036
qp096b,1,1:0,0.06182288984546073
qp09f2,1,1:0,0.014844953351181066
qp09fs,1,1:0,0.012175141872176613
qp098r,1,1:0,0.040103955116166566
qp0dj0,1,1:0,0.04560827166962217
qp08cp,1,1:0,0.02438284309098561
qp0d5g,1,1:0,0.01730933915664581
qp09yh,1,1:0,0.024814139934328832
qp0975,1,1:0,0.06816508766303002
qp092k,1,1:0,0.16388565626430535
qp03xw,1,1:0,0.41765341333606615
qp03ny,1,1:0,0.04668339161379419
qp03x4,1,1:0,0.035779187857451746
qp03jz,1,1:0,0.030556633527435886
qp09hy,1,1:0,0.012602119210264755
qp0994,1,1:0,0.020792970602062786
qp0902,1,1:0,0.043673091897132386
qp06p5,1,1:0,0.0016627091456159627
qp0d4u,1,1:0,0.010980090490496171
qp03mw,1,1:0,0.023975748199775455
qp03tb,1,1:0,0.05054412577409007
qp096r,1,1:0,0.12632452492650484
qp09ew,1,1:0,0.025096230288574026
qp03ww,1,1:0,0.0632939557007063
qp09fg,1,1:0,0.04442585927030393
qp09cg,1,1:0,0.02028208442771211
qp09eh,1,1:0,0.2251346828278207
qp03py,1,1:0,0.015045397873839085
qp03rg,1,1:0,0.03170542899592383
qp09jp,1,1:0,0.0025864961015856732
qp0971,1,1:0,0.030416723922100982
qp0d52,1,1:0,0.04185307012443428
qp09uh,1,1:0,0.01641503238721712
qp0970,1,1:0,0.04822149247304525
qp0929,1,1:0,0.03241743822792231
qp09g2,1,1:0,0.15510618873287155
qp092q,1,1:0,0.15303311788313248
qp08gr,1,1:0,0.00680674194106909
qp03xs,1,1:0,0.11329246687364462
qp0946,1,1:0,0.01944356583481433
qp09vn,1,1:0,0.0236804445533458
qp09k3,1,1:0,0.024774525884895128
qp03td,1,1:0,0.015889296004831924
qp03yb,1,1:0,0.34916069481516243
qp09w5,1,1:0,0.013048393237010658
qp09ke,1,1:0,0.04400597491286308
qp091x,1,1:0,0.025188314846344692
qp092d,1,1:0,0.04839853425350499
qp09gc,1,1:0,0.01769100272468627
qp09dp,1,1:0,0.04440012179327437
qp03pz,1,1:0,0.05323786323098827
qp09gv,1,1:0,0.0594174944701255
qp098p,1,1:0,0.18110628175682464
qp02zs,1,1:0,0.02921584349454985
qp03wd,1,1:0,0.1586261285155234
qp03zd,1,1:0,0.02000737599892456
qp09gx,1,1:0,0.0642767687686375
qp095q,1,1:0,0.028687791025182638
qp03wt,1,1:0,0.07052595772230784
qp09fk,1,1:0,0.04959944225145418
qp09sd,1,1:0,0.11058775511880264
qp09cc,1,1:0,0.043425186087870514
qp02zk,1,1:0,0.049005439639095434
qp03wh,1,1:0,0.0006886439546185942
qp09bn,1,1:0,0.03695276484538755
qp02zz,1,1:0,0.16129692278367214
qp03r7,1,1:0,0.003008257169352252
qp09bw,1,1:0,0.02465763155350744
qp09t0,1,1:0,0.08799600175199672
qp0dnj,1,1:0,0.002701386230740105
qp09t4,1,1:0,0.0670410850499869
qp06pw,1,1:0,0.01025314313561665
qp09d7,1,1:0,0.14729653520571812
qp09u2,1,1:0,0.0066774050096867175
qp0997,1,1:0,0.009192881400442778
qp09g0,1,1:0,0.026094925752164558
qp03yx,1,1:0,0.008036679389168891
qp0978,1,1:0,0.004653750178034164
qp0dhb,1,1:0,0.1807013917710824
qp03yk,1,1:0,0.020263634133247645
qp03wj,1,1:0,0.03172917262606583
qp08gz,1,1:0,0.02214276694937761
qp097u,1,1:0,0.05086023183358301
qp03px,1,1:0,0.02799608226843363
qp03rf,1,1:0,0.039114190343236925
qp09gn,1,1:0,0.00658373195145402
qp03rn,1,1:0,0.04626272631614253
qp03y8,1,1:0,0.1148356378765874
qp09gh,1,1:0,0.05041103552743875
qp03yd,1,1:0,0.09080889058078656
qp0dhw,1,1:0,0.0161623920450227
qp03r1,1,1:0,0.09442030827096104
qp093v,1,1:0,0.029666210822954526
qp09s8,1,1:0,0.047314501582255766
qp09tr,1,1:0,0.060831520461122376
qp03qb,1,1:0,0.0804869607940963
qp09b7,1,1:0,0.12141023283215342
qp03xn,1,1:0,0.1128578672723038
qp09sf,1,1:0,0.015100407681102728
qp03q0,1,1:0,0.0140993677379104
qp08fz,1,1:0,0.0030092396268661947
qp03xv,1,1:0,0.12786152153831545
qp09sj,1,1:0,0.05104608671498904
qp096q,1,1:0,0.298909519607712
qp06p3,1,1:0,0.009669633617239376
qp09ue,1,1:0,0.1039854259563932
qp08bn,1,1:0,0.02477972208339585
qp092r,1,1:0,0.07376394232925765
qp096v,1,1:0,0.4188324080183299
qp03x8,1,1:0,0.06728507186765789
qp09sm,1,1:0,0.06378334226503245
qp094w,1,1:0,0.022631747017600453
qp098h,1,1:0,0.09449724881439092
qp093z,1,1:0,0.0017522893551802233
qp099m,1,1:0,0.02656808694622237
qp096t,1,1:0,0.1720563373525921
qp096k,1,1:0,0.0014058349776432425
qp09cd,1,1:0,0.0071117416993343174
qp099h,1,1:0,0.0021046006400966947
qp093y,1,1:0,0.005649373170693137
qp03rz,1,1:0,0.053393870938644776
qp06nv,1,1:0,0.0017693236262314796
qp03w3,1,1:0,0.015615907842977738
qp03q4,1,1:0,0.00819778475699412
qp09b1,1,1:0,0.03646868501921816
qp09v1,1,1:0,0.07013490161937992
qp09uv,1,1:0,0.339382307304244
qp03jy,1,1:0,0.002843812540098095
qp09ex,1,1:0,0.2089036401283968
qp0976,1,1:0,0.0485252137030088
qp0973,1,1:0,0.005743597156683303
qp03tf,1,1:0,0.030832924593736436
qp03ze,1,1:0,0.01905401812186057
qp03nd,1,1:0,0.040565612276266684
qp090t,1,1:0,0.2068402287105693
qp03nx,1,1:0,0.009984571555207936
qp0dj7,1,1:0,0.04674186133869178
qp09b2,1,1:0,0.0056961864582797395
qp03nw,1,1:0,0.03847212755794043
qp02zr,1,1:0,0.009576870923015526
qp08bh,1,1:0,0.0033614690381195502
qp09ct,1,1:0,0.003379406654004526
qp0dhk,1,1:0,0.0297592830156096
qp03x0,1,1:0,0.026008793063006675
qp03vb,1,1:0,0.0218896923096384
qp06p4,1,1:0,0.00912487750078465
qp06p9,1,1:0,0.020935291258265855
qp03t7,1,1:0,0.019113045492518875
qp097w,1,1:0,0.017328800323508378
qp03xm,1,1:0,0.3539619710847837
qp03xt,1,1:0,0.21706489425634304
qp03mt,1,1:0,0.020529457871611367
qp0920,1,1:0,0.04290711670645598
qp06pt,1,1:0,0.002704095634248993
qp097f,1,1:0,0.05740298301539652
qp02zd,1,1:0,0.04548236540152955
qp03z2,1,1:0,0.12663080424868994
qp03yu,1,1:0,0.032305949138957894
qp03q5,1,1:0,0.04155220488094672
qp09eq,1,1:0,0.2436881988839168
qp0988,1,1:0,0.036396619006594216
qp08fv,1,1:0,0.01248347871574765
qp09t2,1,1:0,0.017247415841692006
qp03rx,1,1:0,0.0836192722880822
qp090w,1,1:0,0.01732411916132361
qp03xc,1,1:0,0.03825627357472602
qp0926,1,1:0,0.014804994746602919
qp09dr,1,1:0,0.07357820789177083
qp09vk,1,1:0,0.08168738667863214
qp0900,1,1:0,0.08141310428177237
qp02zx,1,1:0,0.12794474801745942
qp03r9,1,1:0,0.04096827596994767
qp06pe,1,1:0,0.026800888285166486
qp0d1b,1,1:0,0.0010246247822164212
qp08cy,1,1:0,0.02415034632860161
qp0d4b,1,1:0,0.040135129209032235
qp095v,1,1:0,0.030593349367694818
qp03nz,1,1:0,0.07816736511181822
qp0d1y,1,1:0,0.020273218406631224
qp09cm,1,1:0,0.0005474746783259072
qp03m6,1,1:0,0.0345282796349041
qp09f5,1,1:0,0.0021389901590166717
qp03wn,1,1:0,0.04077344287677091
qp09fm,1,1:0,0.038677036507872416
qp06pj,1,1:0,0.0010590290921851915
qp09b5,1,1:0,0.05509694752765545
qp092j,1,1:0,0.1623878048305175
qp03y7,1,1:0,0.032151937269083795
qp096u,1,1:0,0.2093692794377805
qp0991,1,1:0,0.1173497209747916
qp03qx,1,1:0,0.00321898322157532
qp0dh6,1,1:0,0.015922389843396983
qp03xd,1,1:0,0.0315831958714566
qp09uk,1,1:0,0.02140766101243329
qp09kt,1,1:0,0.0012235170738740554
qp093g,1,1:0,0.012226583697268685
qp0927,1,1:0,0.1297617348900195
qp09hh,1,1:0,0.036733543687917036
qp0d4s,1,1:0,0.06832846959499167
qp03ye,1,1:0,0.06049503178349415
qp09sx,1,1:0,0.020306382749126533
qp0968,1,1:0,0.01092923206839856
qp0d1h,1,1:0,0.002282731822146529
qp090c,1,1:0,0.020833499384641786
qp094t,1,1:0,0.015812434599360818
qp09db,1,1:0,0.18158277293091546
qp091z,1,1:0,0.06801429149610848
qp09d8,1,1:0,0.467578746546031
qp03ru,1,1:0,0.12481715265102765
qp03x6,1,1:0,0.0973290970388921
qp09f0,1,1:0,0.011385699364269973
qp09u5,1,1:0,0.031352286546484
qp09ej,1,1:0,0.0011378145444399356
qp03tc,1,1:0,0.06376970708259777
qp08cn,1,1:0,0.005585084239854235
qp09mp,1,1:0,0.04984576140568064
qp09ed,1,1:0,0.0665561192853145
qp08gm,1,1:0,0.0021031543360507665
qp099c,1,1:0,0.024522990990598657
qp03p6,1,1:0,0.04864042145232399
qp09uw,1,1:0,0.006600979617378268
qp03qg,1,1:0,0.31488255397031056
qp03w9,1,1:0,0.3871468601859567
qp03rk,1,1:0,0.011045968527763088
qp0980,1,1:0,0.010203321104939655
qp09g3,1,1:0,0.013245437574161887
qp09ut,1,1:0,0.08868820061126005
qp03mc,1,1:0,0.003135406977390856
qp09gw,1,1:0,0.0180472580672178
qp03qs,1,1:0,0.08853720070299749
qp03r8,1,1:0,0.04268624238561554
qp097h,1,1:0,0.003672594971863174
qp09g9,1,1:0,0.009398143531761634
qp09s6,1,1:0,0.013734999902419805
qp03z5,1,1:0,0.0004597352297565772
qp09d4,1,1:0,0.0005747271062246859
qp09se,1,1:0,0.07804470169242253
qp09er,1,1:0,0.056071718640121525
qp03xp,1,1:0,0.3253004126121495
qp09bm,1,1:0,0.018426203527320703
qp02zy,1,1:0,0.12863213722316444
qp03w1,1,1:0,0.07172747998210324
qp08bk,1,1:0,0.042269421655638614
qp0dh9,1,1:0,0.05419844123182715
qp09jq,1,1:0,0.02663035922677397
qp03md,1,1:0,0.012100413991811564
qp03w0,1,1:0,0.018456360597978158
qp094q,1,1:0,0.06912644341930285
qp09gy,1,1:0,0.08517101310828634
qp09tp,1,1:0,0.05735432313957256
qp03rw,1,1:0,0.10948141462233216
qp0944,1,1:0,0.0179552914266144
qp09et,1,1:0,0.04051279446791031
qp03r6,1,1:0,0.06720076289658818
qp03wk,1,1:0,0.02592176664839186
qp03zz,1,1:0,0.198532120085035
qp0d51,1,1:0,0.023947691465335142
qp09d3,1,1:0,0.3519749879167736
qp03ts,1,1:0,0.02849333751823192
qp09u1,1,1:0,0.05920685498501261
qp092n,1,1:0,0.12563705914065493
qp099j,1,1:0,0.03620340637889441
qp03w8,1,1:0,0.18897683734344176
qp03qr,1,1:0,0.012177399825448285
qp03qf,1,1:0,0.20230361992345536
qp03y6,1,1:0,0.007756931038613509
qp03xj,1,1:0,0.14014446947441042
qp08bp,1,1:0,0.02877407210595773
qp09gj,1,1:0,0.03256585445940068
qp03zt,1,1:0,0.10779054552735573
qp03q3,1,1:0,0.01890028774505276
qp096z,1,1:0,0.244519650901884
qp09gk,1,1:0,0.11853828508423225
qp09bj,1,1:0,0.05616500754196113
qp09df,1,1:0,0.0120190631434952
qp03wy,1,1:0,0.16948244875751847
qp09s9,1,1:0,0.0975952436841177
qp096g,1,1:0,0.06048618083337995
qp092e,1,1:0,0.04073631915574071
qp08gq,1,1:0,0.0414689953646386
qp09ep,1,1:0,0.016263024679134118
qp03qe,1,1:0,0.05712980428950641
qp090e,1,1:0,0.07270829140171521
qp03x9,1,1:0,0.0515785984048372
qp09ek,1,1:0,0.07257714005179812
qp03xz,1,1:0,0.1972930832915244
qp098e,1,1:0,0.059789668658038614
qp0dht,1,1:0,0.08151501788200569
qp03rd,1,1:0,0.013075937764634806
qp09m2,1,1:0,0.02553548738836052
qp0985,1,1:0,0.06517538833333136
qp03zr,1,1:0,0.002647958786280944
qp09dj,1,1:0,0.10546163803212172
qp09f3,1,1:0,0.03290059974249314
qp093w,1,1:0,0.10006147043738353
qp09t5,1,1:0,0.02319751569797432
qp03me,1,1:0,0.019145396416099667
qp03xu,1,1:0,0.09206647161858968
qp09sk,1,1:0,0.09453389706620872
qp03rv,1,1:0,0.07480017863031954
qp09dn,1,1:0,0.09023971693297213
qp096f,1,1:0,0.10391430724235856
qp03t9,1,1:0,0.01828425809045479
qp02ze,1,1:0,0.04791201953240111
qp09vj,1,1:0,0.011166708323281666
qp09gq,1,1:0,0.004353100969061713
qp03rj,1,1:0,0.05547495976616317
qp09h5,1,1:0,0.013438577448446738
qp09ft,1,1:0,0.2438478011310707
qp03q2,1,1:0,0.053827333640843626
qp09yn,1,1:0,0.06570374543936734
qp094m,1,1:0,0.006738917022656811
qp0djy,1,1:0,0.008253251103195258
qp03qc,1,1:0,0.031057394405761662
qp09sz,1,1:0,0.06317158462858209
qp03pp,1,1:0,0.04808164358185423
qp099y,1,1:0,0.0449436617240643
qp095j,1,1:0,0.025068866700747008
qp03z4,1,1:0,0.021748771355978587
qp06nb,1,1:0,0.028951139611491667
qp0963,1,1:0,0.034566670987567674
qp093b,1,1:0,0.014976359294252818
qp099n,1,1:0,0.007568576414038896
qp03x1,1,1:0,0.07246607009629606
qp03qm,1,1:0,0.13712694470478454
qp0d19,1,1:0,0.006344399924459862
qp0d54,1,1:0,0.019210981581843367
qp096w,1,1:0,0.19441302689423093
qp03z1,1,1:0,0.006508940019585632
qp098k,1,1:0,0.171063508698601
qp09gs,1,1:0,0.026036385437986663
qp09fx,1,1:0,0.048020303902168514
qp03q7,1,1:0,0.025960132854469832
qp09bh,1,1:0,0.14480972918126395
qp03w5,1,1:0,0.01395517121880446
qp03qv,1,1:0,0.012968988177375223
qp03nr,1,1:0,0.04308771620386232
qp094x,1,1:0,0.06698129710707361
qp03xy,1,1:0,0.2579836829119437
qp02zm,1,1:0,0.047574952769529465
qp09fz,1,1:0,0.03899390941978328
qp0d0h,1,1:0,0.012593449157379016
qp02z9,1,1:0,0.08394666289105845
qp09bp,1,1:0,0.0011214825925958275
qp03xh,1,1:0,0.14336376231982104
qp0djq,1,1:0,0.010427850407402269
qp096p,1,1:0,0.050657890255520976
qp09vv,1,1:0,0.0023608532908437198
qp03qn,1,1:0,0.016008390937409325
qp03zf,1,1:0,0.1619061844438795
qp097k,1,1:0,0.02774490886823443
qp0950,1,1:0,0.038940983577106215
qp0932,1,1:0,0.014913771557240428
qp03ws,1,1:0,0.0867718240101721
qp09ux,1,1:0,0.026429019917779472
qp091y,1,1:0,0.05868963261463098
qp0d58,1,1:0,0.036991636716404236
qp03rr,1,1:0,0.062189786206005813
qp03m9,1,1:0,0.02119355486859244
qp09ky,1,1:0,0.004507453097394726
qp03z0,1,1:0,0.2287328993385147
qp0945,1,1:0,0.06646171767496532
qp09g4,1,1:0,0.04066873394051148
qp03q6,1,1:0,0.007857954520814125
qp03rc,1,1:0,0.006371909685790232
qp03tu,1,1:0,0.013408333283812251
qp03wx,1,1:0,0.06482459373887972
qp03ys,1,1:0,0.08441871102216689
qp09y1,1,1:0,0.007194843522274985
qp03q1,1,1:0,0.0028136949726164525
qp09vq,1,1:0,0.04653062114111947
qp03mf,1,1:0,0.013613041370722908
qp09e7,1,1:0,0.04834614080965458
qp03zc,1,1:0,0.11634927217905187
qp03r0,1,1:0,0.059300690931217065
qp0983,1,1:0,0.010743647465897649
qp03pw,1,1:0,0.012012430627742227
qp095b,1,1:0,0.03148293219699736
qp092t,1,1:0,0.0732730051897186
qp09g1,1,1:0,0.09431740722256278
qp090h,1,1:0,0.07204882320931051
qp06pq,1,1:0,0.015048784071081575
qp09tw,1,1:0,0.009465991964910214
qp03qh,1,1:0,0.05319093566820626
qp09e3,1,1:0,0.024060422350059042
qp0921,1,1:0,0.056892782374875724
qp09mr,1,1:0,0.035940013032149526
qp090b,1,1:0,0.03463198516694642
qp09dc,1,1:0,0.3189150392301497
qp03ry,1,1:0,0.11031686812510356
qp09g7,1,1:0,0.007772361856718106
qp095w,1,1:0,0.007805083492570139
qp09ef,1,1:0,0.003946281813127188
qp0947,1,1:0,0.04610022359354199
qp09kv,1,1:0,0.12445429890934336
qp09k4,1,1:0,0.004743349699998434
qp09ht,1,1:0,0.01685418405538723
qp09hq,1,1:0,0.015661722402087144
qp03te,1,1:0,0.0034708373708066385
qp09bd,1,1:0,0.007967955511853133
qp095z,1,1:0,0.0002776404696382697
qp09hm,1,1:0,0.058151916193354414
qp09gt,1,1:0,0.011457510424155649
qp09hj,1,1:0,0.12534186937110306
qp03zg,1,1:0,0.03489918702338025
qp0987,1,1:0,0.2366491313181821
qp0952,1,1:0,0.0013640930046538195
qp09b4,1,1:0,0.19254939459133066
qp09t8,1,1:0,0.04701146413083525
qp09m1,1,1:0,0.04416856558298602
qp0996,1,1:0,0.08187039085802905
qp08gt,1,1:0,0.009336087086821484
qp03x2,1,1:0,0.05832123000228714
qp098q,1,1:0,0.027534053557249482
qp09un,1,1:0,0.023635205573871224
qp0dhs,1,1:0,0.04302559979587224
qp095n,1,1:0,0.019823096898996667
qp099s,1,1:0,0.0252400541991843
qp0d4e,1,1:0,0.014597843991556406
qp094k,1,1:0,0.009171871633899112
qp095r,1,1:0,0.06146291476399676
qp099e,1,1:0,0.03534583907996894
qp03re,1,1:0,0.11046728463540206
qp095c,1,1:0,0.030315139779936162
qp0dhe,1,1:0,0.04940110536997263
qp099k,1,1:0,0.10296584960490936
qp09su,1,1:0,0.022929948219023163
qp03xe,1,1:0,0.09166123994614847
qp0dj1,1,1:0,0.09265641822742438
qp0993,1,1:0,0.03819023889671617
qp03z8,1,1:0,0.05878440874261924
qp094r,1,1:0,0.25533572953967243
qp06p1,1,1:0,0.017600893691434374
qp03mv,1,1:0,0.03463960681145549
qp097v,1,1:0,0.17633684428411506
qp03nq,1,1:0,0.012580802249509854
qp09gg,1,1:0,0.0031063506730808032
qp03zn,1,1:0,0.024769091382244045
qp09g5,1,1:0,0.055084001915096485
qp09d2,1,1:0,0.2362655815925729
qp0981,1,1:0,0.0643561313973812
qp03xg,1,1:0,0.14192049919697508
qp09b3,1,1:0,0.05830004142212701
qp09uy,1,1:0,0.30067145693753844
qp03pn,1,1:0,0.00442534583994124
qp03zh,1,1:0,0.022250695870353214
qp0dh1,1,1:0,0.013014272113917834
qp06ph,1,1:0,0.0342787282122615
qp09me,1,1:0,0.005709862834173824
qp09sb,1,1:0,0.05460215057721597
qp03jr,1,1:0,0.0120002604221657
qp03wv,1,1:0,0.09344433175417326
qp098j,1,1:0,0.2741368925490557
qp094n,1,1:0,0.08533203372022
qp0dj4,1,1:0,0.030265992912618618
qp098m,1,1:0,0.04285162854984826
qp08by,1,1:0,0.044998169366338825
qp03xf,1,1:0,0.1048116424133541
qp03yt,1,1:0,0.044411321718033935
qp03mg,1,1:0,0.06728514646909578
qp03yf,1,1:0,0.029812613161852432
qp096h,1,1:0,0.03671069526706917
qp09sc,1,1:0,0.032430191099634
qp096e,1,1:0,0.003143251700003301
qp03m3,1,1:0,0.0009336795398972152
qp03z6,1,1:0,0.0015014057374282315
qp09f9,1,1:0,0.07940848481231383
qp097c,1,1:0,0.0279466598460948
qp03y0,1,1:0,0.0018426504404834944
qp09fj,1,1:0,0.03556202546649472
qp099t,1,1:0,0.016580652382580555
qp097e,1,1:0,0.104923201590431
qp096n,1,1:0,0.043059141014333537
qp09d5,1,1:0,0.08297509763338813
qp0d53,1,1:0,0.10130050270027853
qp03wp,1,1:0,0.006878012863283454
qp096j,1,1:0,0.07810632736466265
qp06pf,1,1:0,0.008049758620807382
qp03pd,1,1:0,0.0397494017731579
qp03qd,1,1:0,0.0923196982280408
qp06nf,1,1:0,0.0006795108242111195
qp06p8,1,1:0,0.004276368048168613
qp0d50,1,1:0,0.035439288799212064
qp03mz,1,1:0,0.02980918238991518
qp090q,1,1:0,0.0033627215024401532
qp03pe,1,1:0,0.05943034545749407
qp03rs,1,1:0,0.022433338871471448
qp094c,1,1:0,0.04636051873964645
qp0928,1,1:0,0.011448704027552388
qp06pd,1,1:0,0.007527511842735884
qp03mb,1,1:0,0.048823307624562606
qp09fu,1,1:0,0.16497256103217467
qp0962,1,1:0,0.0773686374829377
qp09bk,1,1:0,0.007093171132032636
qp099d,1,1:0,0.05327778709266556
